datetime,day_of_week,is_weekend,is_holiday,day_type,event,hour,electricity_usage
2019-09-14 08:00:00,5,1,0,Weekend,0,8,156.61662465384728
2019-09-14 09:00:00,5,1,0,Weekend,0,9,148.17125315817145
2019-09-14 10:00:00,5,1,0,Weekend,0,10,178.3153380392547
2019-09-14 11:00:00,5,1,0,Weekend,0,11,174.35012165666905
2019-09-14 12:00:00,5,1,0,Weekend,0,12,167.94700785219806
2019-09-14 13:00:00,5,1,0,Weekend,0,13,168.05291987472592
2019-09-14 14:00:00,5,1,0,Weekend,0,14,165.11952323144897
2019-09-14 15:00:00,5,1,0,Weekend,0,15,157.98597011655548
2019-09-14 16:00:00,5,1,0,Weekend,0,16,138.01473926158786
2019-09-14 17:00:00,5,1,0,Weekend,0,17,138.4743026018317
2019-09-14 18:00:00,5,1,0,Weekend,1,18,337.7481703478884
2019-09-14 19:00:00,5,1,0,Weekend,1,19,251.3871798038686
2019-09-14 20:00:00,5,1,0,Weekend,1,20,293.7921974500699
2019-09-14 21:00:00,5,1,0,Weekend,1,21,293.90197465153835
2019-09-14 22:00:00,5,1,0,Weekend,1,22,306.72926661493364
2019-09-14 23:00:00,5,1,0,Weekend,0,23,150.36897269328634
2019-09-15 00:00:00,6,1,0,Weekend,0,0,106.289391910376
2019-09-15 01:00:00,6,1,0,Weekend,0,1,89.51064048837269
2019-09-15 02:00:00,6,1,0,Weekend,0,2,66.14501319120112
2019-09-15 03:00:00,6,1,0,Weekend,0,3,63.12909337302034
2019-09-15 04:00:00,6,1,0,Weekend,0,4,87.35518865777705
2019-09-15 05:00:00,6,1,0,Weekend,0,5,110.73482662481115
2019-09-15 06:00:00,6,1,0,Weekend,0,6,125.88220449900699
2019-09-15 07:00:00,6,1,0,Weekend,0,7,135.51285658157067
2019-09-15 08:00:00,6,1,0,Weekend,0,8,158.97287943171747
2019-09-15 09:00:00,6,1,0,Weekend,0,9,170.92726808611638
2019-09-15 10:00:00,6,1,0,Weekend,0,10,166.72484822647127
2019-09-15 11:00:00,6,1,0,Weekend,0,11,162.75135302876203
2019-09-15 12:00:00,6,1,0,Weekend,0,12,181.9043390801079
2019-09-15 13:00:00,6,1,0,Weekend,0,13,170.48917391714002
2019-09-15 14:00:00,6,1,0,Weekend,0,14,173.39901023605924
2019-09-15 15:00:00,6,1,0,Weekend,0,15,175.88170540671183
2019-09-15 16:00:00,6,1,0,Weekend,0,16,154.37492015871098
2019-09-15 17:00:00,6,1,0,Weekend,0,17,148.49169979836853
2019-09-15 18:00:00,6,1,0,Weekend,1,18,321.47888932691575
2019-09-15 19:00:00,6,1,0,Weekend,1,19,316.43320734331763
2019-09-15 20:00:00,6,1,0,Weekend,1,20,304.375495612314
2019-09-15 21:00:00,6,1,0,Weekend,1,21,316.1942504341478
2019-09-15 22:00:00,6,1,0,Weekend,1,22,336.0901099554794
2019-09-15 23:00:00,6,1,0,Weekend,0,23,141.3592376983607
2019-09-16 00:00:00,0,0,0,Weekday,0,0,109.74161698294817
2019-09-16 01:00:00,0,0,0,Weekday,0,1,83.12423086612162
2019-09-16 02:00:00,0,0,0,Weekday,0,2,57.24338525907996
2019-09-16 03:00:00,0,0,0,Weekday,0,3,57.21558761286034
2019-09-16 04:00:00,0,0,0,Weekday,0,4,81.19104076615768
2019-09-16 05:00:00,0,0,0,Weekday,0,5,90.6144628781979
2019-09-16 06:00:00,0,0,0,Weekday,0,6,94.13723323467751
2019-09-16 07:00:00,0,0,0,Weekday,0,7,114.83146851556977
2019-09-16 08:00:00,0,0,0,Weekday,0,8,132.59025520630925
2019-09-16 09:00:00,0,0,0,Weekday,0,9,129.27075119434227
2019-09-16 10:00:00,0,0,0,Weekday,0,10,148.4712282856308
2019-09-16 11:00:00,0,0,0,Weekday,0,11,139.62585903923994
2019-09-16 12:00:00,0,0,0,Weekday,0,12,143.26175619025153
2019-09-16 13:00:00,0,0,0,Weekday,0,13,159.4121644466562
2019-09-16 14:00:00,0,0,0,Weekday,0,14,149.43873312028626
2019-09-16 15:00:00,0,0,0,Weekday,0,15,116.48696397825015
2019-09-16 16:00:00,0,0,0,Weekday,0,16,121.25775374957466
2019-09-16 17:00:00,0,0,0,Weekday,0,17,117.83792000105764
2019-09-16 18:00:00,0,0,0,Weekday,1,18,298.22232532816514
2019-09-16 19:00:00,0,0,0,Weekday,1,19,291.81502130697766
2019-09-16 20:00:00,0,0,0,Weekday,1,20,267.7741662913993
2019-09-16 21:00:00,0,0,0,Weekday,1,21,248.4918573047149
2019-09-16 22:00:00,0,0,0,Weekday,1,22,278.0666221863171
2019-09-16 23:00:00,0,0,0,Weekday,0,23,149.8800780583382
2019-09-17 00:00:00,1,0,0,Weekday,0,0,109.51738331294376
2019-09-17 01:00:00,1,0,0,Weekday,0,1,65.75877785422216
2019-09-17 02:00:00,1,0,0,Weekday,0,2,57.587060799785846
2019-09-17 03:00:00,1,0,0,Weekday,0,3,59.15647402687044
2019-09-17 04:00:00,1,0,0,Weekday,0,4,71.93246335838461
2019-09-17 05:00:00,1,0,0,Weekday,0,5,97.70575898924274
2019-09-17 06:00:00,1,0,0,Weekday,0,6,109.70502494536217
2019-09-17 07:00:00,1,0,0,Weekday,0,7,106.4552279581717
2019-09-17 08:00:00,1,0,0,Weekday,0,8,125.99919847724901
2019-09-17 09:00:00,1,0,0,Weekday,0,9,140.34001228546802
2019-09-17 10:00:00,1,0,0,Weekday,0,10,147.63311430328855
2019-09-17 11:00:00,1,0,0,Weekday,0,11,152.55111814508774
2019-09-17 12:00:00,1,0,0,Weekday,0,12,138.87925181623265
2019-09-17 13:00:00,1,0,0,Weekday,0,13,136.5814504289753
2019-09-17 14:00:00,1,0,0,Weekday,0,14,155.00321762283508
2019-09-17 15:00:00,1,0,0,Weekday,0,15,150.44559104824592
2019-09-17 16:00:00,1,0,0,Weekday,0,16,110.18478860956543
2019-09-17 17:00:00,1,0,0,Weekday,0,17,112.66335088867942
2019-09-17 18:00:00,1,0,0,Weekday,0,18,108.14050797333323
2019-09-17 19:00:00,1,0,0,Weekday,0,19,65.02126270727652
2019-09-17 20:00:00,1,0,0,Weekday,0,20,64.26662141920957
2019-09-17 21:00:00,1,0,0,Weekday,0,21,63.72269071940135
2019-09-17 22:00:00,1,0,0,Weekday,0,22,50.72634325019592
2019-09-17 23:00:00,1,0,0,Weekday,0,23,53.795143697002075
2019-09-18 00:00:00,2,0,0,Weekday,0,0,64.70482027683688
2019-09-18 01:00:00,2,0,0,Weekday,0,1,43.175732410414255
2019-09-18 02:00:00,2,0,0,Weekday,0,2,57.201458723931815
2019-09-18 03:00:00,2,0,0,Weekday,0,3,61.19669971073079
2019-09-18 04:00:00,2,0,0,Weekday,0,4,76.3636530807314
2019-09-18 05:00:00,2,0,0,Weekday,0,5,87.1170489360349
2019-09-18 06:00:00,2,0,0,Weekday,0,6,126.37198199132543
2019-09-18 07:00:00,2,0,0,Weekday,0,7,127.83672684360182
2019-09-18 08:00:00,2,0,0,Weekday,0,8,109.19064479362768
2019-09-18 09:00:00,2,0,0,Weekday,0,9,126.35399142960229
2019-09-18 10:00:00,2,0,0,Weekday,0,10,135.5226976071358
2019-09-18 11:00:00,2,0,0,Weekday,0,11,135.9535364731754
2019-09-18 12:00:00,2,0,0,Weekday,0,12,136.31637019210865
2019-09-18 13:00:00,2,0,0,Weekday,0,13,146.5126270675056
2019-09-18 14:00:00,2,0,0,Weekday,0,14,135.90439454910555
2019-09-18 15:00:00,2,0,0,Weekday,0,15,126.44740239466773
2019-09-18 16:00:00,2,0,0,Weekday,0,16,145.20473977092797
2019-09-18 17:00:00,2,0,0,Weekday,0,17,106.23217604752925
2019-09-18 18:00:00,2,0,0,Weekday,0,18,95.56832272186799
2019-09-18 19:00:00,2,0,0,Weekday,0,19,94.47361261480012
2019-09-18 20:00:00,2,0,0,Weekday,0,20,70.53471527925588
2019-09-18 21:00:00,2,0,0,Weekday,0,21,52.987925836155625
2019-09-18 22:00:00,2,0,0,Weekday,0,22,54.11933277226077
2019-09-18 23:00:00,2,0,0,Weekday,0,23,71.79104291450761
2019-09-19 00:00:00,3,0,0,Weekday,0,0,45.185579097350754
2019-09-19 01:00:00,3,0,0,Weekday,0,1,42.58604132724809
2019-09-19 02:00:00,3,0,0,Weekday,0,2,60.901033119268284
2019-09-19 03:00:00,3,0,0,Weekday,0,3,61.58551606407291
2019-09-19 04:00:00,3,0,0,Weekday,0,4,102.38994127673045
2019-09-19 05:00:00,3,0,0,Weekday,0,5,79.19007822760796
2019-09-19 06:00:00,3,0,0,Weekday,0,6,117.3373072021005
2019-09-19 07:00:00,3,0,0,Weekday,0,7,124.57484775401649
2019-09-19 08:00:00,3,0,0,Weekday,0,8,121.18654696878106
2019-09-19 09:00:00,3,0,0,Weekday,0,9,135.32018611276342
2019-09-19 10:00:00,3,0,0,Weekday,0,10,133.0024716037768
2019-09-19 11:00:00,3,0,0,Weekday,0,11,142.9118760182233
2019-09-19 12:00:00,3,0,0,Weekday,0,12,146.11554170397665
2019-09-19 13:00:00,3,0,0,Weekday,0,13,149.87482662455798
2019-09-19 14:00:00,3,0,0,Weekday,0,14,129.17446892948132
2019-09-19 15:00:00,3,0,0,Weekday,0,15,138.4701857626903
2019-09-19 16:00:00,3,0,0,Weekday,0,16,123.54131578703351
2019-09-19 17:00:00,3,0,0,Weekday,0,17,116.92203026525438
2019-09-19 18:00:00,3,0,0,Weekday,0,18,105.47306642244358
2019-09-19 19:00:00,3,0,0,Weekday,0,19,84.79969330631612
2019-09-19 20:00:00,3,0,0,Weekday,0,20,79.88197776891288
2019-09-19 21:00:00,3,0,0,Weekday,0,21,63.77289932641334
2019-09-19 22:00:00,3,0,0,Weekday,0,22,64.13345970505873
2019-09-19 23:00:00,3,0,0,Weekday,0,23,54.864966849143826
2019-09-20 00:00:00,4,0,0,Weekday,0,0,51.810415011460414
2019-09-20 01:00:00,4,0,0,Weekday,0,1,50.67924892420593
2019-09-20 02:00:00,4,0,0,Weekday,0,2,69.6568889402782
2019-09-20 03:00:00,4,0,0,Weekday,0,3,68.69651323362285
2019-09-20 04:00:00,4,0,0,Weekday,0,4,61.785375270014015
2019-09-20 05:00:00,4,0,0,Weekday,0,5,82.33954005223515
2019-09-20 06:00:00,4,0,0,Weekday,0,6,97.71415191673164
2019-09-20 07:00:00,4,0,0,Weekday,0,7,112.92972065206797
2019-09-20 08:00:00,4,0,0,Weekday,0,8,126.76707351226507
2019-09-20 09:00:00,4,0,0,Weekday,0,9,125.91317191655926
2019-09-20 10:00:00,4,0,0,Weekday,0,10,142.62129158507267
2019-09-20 11:00:00,4,0,0,Weekday,0,11,145.15507784190473
2019-09-20 12:00:00,4,0,0,Weekday,0,12,160.8474424275396
2019-09-20 13:00:00,4,0,0,Weekday,0,13,138.34550822124066
2019-09-20 14:00:00,4,0,0,Weekday,0,14,143.1274841891403
2019-09-20 15:00:00,4,0,0,Weekday,0,15,128.50148793592277
2019-09-20 16:00:00,4,0,0,Weekday,0,16,143.62995915519792
2019-09-20 17:00:00,4,0,0,Weekday,0,17,125.50708828166086
2019-09-20 18:00:00,4,0,0,Weekday,0,18,83.57642084609402
2019-09-20 19:00:00,4,0,0,Weekday,0,19,79.09691089401659
2019-09-20 20:00:00,4,0,0,Weekday,0,20,83.70923292067721
2019-09-20 21:00:00,4,0,0,Weekday,0,21,69.21749142110467
2019-09-20 22:00:00,4,0,0,Weekday,0,22,60.958047637241215
2019-09-20 23:00:00,4,0,0,Weekday,0,23,53.612235743142485
2019-09-21 00:00:00,5,1,0,Weekend,0,0,69.51199885067913
2019-09-21 01:00:00,5,1,0,Weekend,0,1,69.85421646663049
2019-09-21 02:00:00,5,1,0,Weekend,0,2,65.13291437573868
2019-09-21 03:00:00,5,1,0,Weekend,0,3,65.58100812953788
2019-09-21 04:00:00,5,1,0,Weekend,0,4,73.09934738806852
2019-09-21 05:00:00,5,1,0,Weekend,0,5,103.43447004147775
2019-09-21 06:00:00,5,1,0,Weekend,0,6,101.6009833575624
2019-09-21 07:00:00,5,1,0,Weekend,0,7,138.03910994290533
2019-09-21 08:00:00,5,1,0,Weekend,0,8,146.9196846188259
2019-09-21 09:00:00,5,1,0,Weekend,0,9,181.86551723580723
2019-09-21 10:00:00,5,1,0,Weekend,0,10,175.39281695198935
2019-09-21 11:00:00,5,1,0,Weekend,0,11,177.66329778172093
2019-09-21 12:00:00,5,1,0,Weekend,0,12,163.83830280269672
2019-09-21 13:00:00,5,1,0,Weekend,0,13,165.33233872418407
2019-09-21 14:00:00,5,1,0,Weekend,0,14,178.77506564972904
2019-09-21 15:00:00,5,1,0,Weekend,0,15,159.2954402613022
2019-09-21 16:00:00,5,1,0,Weekend,0,16,175.35375748039502
2019-09-21 17:00:00,5,1,0,Weekend,0,17,134.69862975779864
2019-09-21 18:00:00,5,1,0,Weekend,1,18,316.52864616857573
2019-09-21 19:00:00,5,1,0,Weekend,1,19,297.7417745717298
2019-09-21 20:00:00,5,1,0,Weekend,1,20,311.740763227255
2019-09-21 21:00:00,5,1,0,Weekend,1,21,173.7487691753181
2019-09-21 22:00:00,5,1,0,Weekend,1,22,254.2933859648547
2019-09-21 23:00:00,5,1,0,Weekend,0,23,166.98561692754794
2019-09-22 00:00:00,6,1,0,Weekend,0,0,108.8334044150314
2019-09-22 01:00:00,6,1,0,Weekend,0,1,95.74705977343822
2019-09-22 02:00:00,6,1,0,Weekend,0,2,61.93144505643118
2019-09-22 03:00:00,6,1,0,Weekend,0,3,94.32899526002262
2019-09-22 04:00:00,6,1,0,Weekend,0,4,77.29053981400098
2019-09-22 05:00:00,6,1,0,Weekend,0,5,112.46114221264511
2019-09-22 06:00:00,6,1,0,Weekend,0,6,118.57586518708544
2019-09-22 07:00:00,6,1,0,Weekend,0,7,128.44781679501855
2019-09-22 08:00:00,6,1,0,Weekend,0,8,133.38721251267984
2019-09-22 09:00:00,6,1,0,Weekend,0,9,159.81971543202474
2019-09-22 10:00:00,6,1,0,Weekend,0,10,168.72337342525924
2019-09-22 11:00:00,6,1,0,Weekend,0,11,179.68461180688868
2019-09-22 12:00:00,6,1,0,Weekend,0,12,187.2481497631074
2019-09-22 13:00:00,6,1,0,Weekend,0,13,169.87088784629066
2019-09-22 14:00:00,6,1,0,Weekend,0,14,189.54420103877234
2019-09-22 15:00:00,6,1,0,Weekend,0,15,157.04105974813666
2019-09-22 16:00:00,6,1,0,Weekend,0,16,156.021939790274
2019-09-22 17:00:00,6,1,0,Weekend,0,17,136.4308165387841
2019-09-22 18:00:00,6,1,0,Weekend,1,18,320.5581679337636
2019-09-22 19:00:00,6,1,0,Weekend,1,19,326.9191492388655
2019-09-22 20:00:00,6,1,0,Weekend,1,20,327.037709276137
2019-09-22 21:00:00,6,1,0,Weekend,1,21,274.1674259956076
2019-09-22 22:00:00,6,1,0,Weekend,1,22,210.19404385812817
2019-09-22 23:00:00,6,1,0,Weekend,0,23,148.09377035963496
2019-09-23 00:00:00,0,0,0,Weekday,0,0,97.64646241637999
2019-09-23 01:00:00,0,0,0,Weekday,0,1,77.77657572563582
2019-09-23 02:00:00,0,0,0,Weekday,0,2,53.379477877307515
2019-09-23 03:00:00,0,0,0,Weekday,0,3,60.1638447032989
2019-09-23 04:00:00,0,0,0,Weekday,0,4,77.20040166654039
2019-09-23 05:00:00,0,0,0,Weekday,0,5,88.86757383809959
2019-09-23 06:00:00,0,0,0,Weekday,0,6,94.08959328685044
2019-09-23 07:00:00,0,0,0,Weekday,0,7,116.88323618031401
2019-09-23 08:00:00,0,0,0,Weekday,0,8,123.21352802321945
2019-09-23 09:00:00,0,0,0,Weekday,0,9,129.4287060527773
2019-09-23 10:00:00,0,0,0,Weekday,0,10,138.346481879832
2019-09-23 11:00:00,0,0,0,Weekday,0,11,157.78979820797284
2019-09-23 12:00:00,0,0,0,Weekday,0,12,145.34572006740441
2019-09-23 13:00:00,0,0,0,Weekday,0,13,150.90754467951484
2019-09-23 14:00:00,0,0,0,Weekday,0,14,130.4772675454173
2019-09-23 15:00:00,0,0,0,Weekday,0,15,146.50838904324996
2019-09-23 16:00:00,0,0,0,Weekday,0,16,119.17005725841508
2019-09-23 17:00:00,0,0,0,Weekday,0,17,116.94384722256493
2019-09-23 18:00:00,0,0,0,Weekday,0,18,97.48431871996902
2019-09-23 19:00:00,0,0,0,Weekday,0,19,90.94738932279854
2019-09-23 20:00:00,0,0,0,Weekday,0,20,79.43440220364694
2019-09-23 21:00:00,0,0,0,Weekday,0,21,63.1980283385716
2019-09-23 22:00:00,0,0,0,Weekday,0,22,38.03908432783538
2019-09-23 23:00:00,0,0,0,Weekday,0,23,62.613859779628996
2019-09-24 00:00:00,1,0,0,Weekday,0,0,48.60097337699165
2019-09-24 01:00:00,1,0,0,Weekday,0,1,55.38376875728725
2019-09-24 02:00:00,1,0,0,Weekday,0,2,63.615916709860755
2019-09-24 03:00:00,1,0,0,Weekday,0,3,60.07291946924233
2019-09-24 04:00:00,1,0,0,Weekday,0,4,80.17135456604463
2019-09-24 05:00:00,1,0,0,Weekday,0,5,79.58302680363155
2019-09-24 06:00:00,1,0,0,Weekday,0,6,103.87542856478548
2019-09-24 07:00:00,1,0,0,Weekday,0,7,113.13797988990474
2019-09-24 08:00:00,1,0,0,Weekday,0,8,120.77504856499543
2019-09-24 09:00:00,1,0,0,Weekday,0,9,135.82526076245736
2019-09-24 10:00:00,1,0,0,Weekday,0,10,132.7493354552604
2019-09-24 11:00:00,1,0,0,Weekday,0,11,151.38669059119238
2019-09-24 12:00:00,1,0,0,Weekday,0,12,154.1282207902282
2019-09-24 13:00:00,1,0,0,Weekday,0,13,151.75269271349455
2019-09-24 14:00:00,1,0,0,Weekday,0,14,158.32297846463177
2019-09-24 15:00:00,1,0,0,Weekday,0,15,134.40560191827723
2019-09-24 16:00:00,1,0,0,Weekday,0,16,124.73877327872096
2019-09-24 17:00:00,1,0,0,Weekday,0,17,101.23825824390906
2019-09-24 18:00:00,1,0,0,Weekday,1,18,332.20441258908284
2019-09-24 19:00:00,1,0,0,Weekday,1,19,268.7151328738598
2019-09-24 20:00:00,1,0,0,Weekday,1,20,337.2772979769253
2019-09-24 21:00:00,1,0,0,Weekday,1,21,295.3127458291667
2019-09-24 22:00:00,1,0,0,Weekday,1,22,218.80538447446511
2019-09-24 23:00:00,1,0,0,Weekday,0,23,144.61958861178377
2019-09-25 00:00:00,2,0,0,Weekday,0,0,122.24336628559195
2019-09-25 01:00:00,2,0,0,Weekday,0,1,63.86707696969484
2019-09-25 02:00:00,2,0,0,Weekday,0,2,68.36126094177294
2019-09-25 03:00:00,2,0,0,Weekday,0,3,55.36855642210972
2019-09-25 04:00:00,2,0,0,Weekday,0,4,84.75212419104406
2019-09-25 05:00:00,2,0,0,Weekday,0,5,78.74939898098381
2019-09-25 06:00:00,2,0,0,Weekday,0,6,93.85390288734826
2019-09-25 07:00:00,2,0,0,Weekday,0,7,112.92249137148484
2019-09-25 08:00:00,2,0,0,Weekday,0,8,116.52073296516218
2019-09-25 09:00:00,2,0,0,Weekday,0,9,126.58158121352696
2019-09-25 10:00:00,2,0,0,Weekday,0,10,134.9378571592364
2019-09-25 11:00:00,2,0,0,Weekday,0,11,151.48484716051283
2019-09-25 12:00:00,2,0,0,Weekday,0,12,149.9955060131774
2019-09-25 13:00:00,2,0,0,Weekday,0,13,148.82260359338986
2019-09-25 14:00:00,2,0,0,Weekday,0,14,140.05494164561318
2019-09-25 15:00:00,2,0,0,Weekday,0,15,140.84233805793406
2019-09-25 16:00:00,2,0,0,Weekday,0,16,135.50058031120622
2019-09-25 17:00:00,2,0,0,Weekday,0,17,118.69712289713831
2019-09-25 18:00:00,2,0,0,Weekday,1,18,278.26015187505675
2019-09-25 19:00:00,2,0,0,Weekday,1,19,319.21660754039715
2019-09-25 20:00:00,2,0,0,Weekday,1,20,258.369314472962
2019-09-25 21:00:00,2,0,0,Weekday,1,21,281.2712013022164
2019-09-25 22:00:00,2,0,0,Weekday,1,22,228.99280075213494
2019-09-25 23:00:00,2,0,0,Weekday,0,23,163.2627973719186
2019-09-26 00:00:00,3,0,0,Weekday,0,0,106.46003477340102
2019-09-26 01:00:00,3,0,0,Weekday,0,1,60.14885120960692
2019-09-26 02:00:00,3,0,0,Weekday,0,2,43.83766033063896
2019-09-26 03:00:00,3,0,0,Weekday,0,3,71.01400323481485
2019-09-26 04:00:00,3,0,0,Weekday,0,4,46.942585807098055
2019-09-26 05:00:00,3,0,0,Weekday,0,5,90.87712914882846
2019-09-26 06:00:00,3,0,0,Weekday,0,6,114.68509275727493
2019-09-26 07:00:00,3,0,0,Weekday,0,7,104.21610316117594
2019-09-26 08:00:00,3,0,0,Weekday,0,8,114.55760252882116
2019-09-26 09:00:00,3,0,0,Weekday,0,9,141.25557203532267
2019-09-26 10:00:00,3,0,0,Weekday,0,10,131.5938324149597
2019-09-26 11:00:00,3,0,0,Weekday,0,11,156.404478551798
2019-09-26 12:00:00,3,0,0,Weekday,0,12,139.10690071751134
2019-09-26 13:00:00,3,0,0,Weekday,0,13,165.9803146677976
2019-09-26 14:00:00,3,0,0,Weekday,0,14,149.92432664650426
2019-09-26 15:00:00,3,0,0,Weekday,0,15,135.73577716122537
2019-09-26 16:00:00,3,0,0,Weekday,0,16,142.10754943092354
2019-09-26 17:00:00,3,0,0,Weekday,0,17,123.25638933364307
2019-09-26 18:00:00,3,0,0,Weekday,1,18,357.6990440822809
2019-09-26 19:00:00,3,0,0,Weekday,1,19,272.7862160598688
2019-09-26 20:00:00,3,0,0,Weekday,1,20,292.15938580625215
2019-09-26 21:00:00,3,0,0,Weekday,1,21,232.19680648465987
2019-09-26 22:00:00,3,0,0,Weekday,1,22,207.19688219919638
2019-09-26 23:00:00,3,0,0,Weekday,0,23,155.08689290144216
2019-09-27 00:00:00,4,0,0,Weekday,0,0,87.65090009922041
2019-09-27 01:00:00,4,0,0,Weekday,0,1,77.15093637544399
2019-09-27 02:00:00,4,0,0,Weekday,0,2,66.33484791940688
2019-09-27 03:00:00,4,0,0,Weekday,0,3,74.29065012658499
2019-09-27 04:00:00,4,0,0,Weekday,0,4,66.47180603927737
2019-09-27 05:00:00,4,0,0,Weekday,0,5,90.94563296856077
2019-09-27 06:00:00,4,0,0,Weekday,0,6,91.00117382954303
2019-09-27 07:00:00,4,0,0,Weekday,0,7,110.8354672577457
2019-09-27 08:00:00,4,0,0,Weekday,0,8,130.20168098946016
2019-09-27 09:00:00,4,0,0,Weekday,0,9,145.96909242561924
2019-09-27 10:00:00,4,0,0,Weekday,0,10,121.80730025261036
2019-09-27 11:00:00,4,0,0,Weekday,0,11,149.2826382285384
2019-09-27 12:00:00,4,0,0,Weekday,0,12,164.07293303529943
2019-09-27 13:00:00,4,0,0,Weekday,0,13,150.6184856112071
2019-09-27 14:00:00,4,0,0,Weekday,0,14,144.12740291715508
2019-09-27 15:00:00,4,0,0,Weekday,0,15,129.7252675445237
2019-09-27 16:00:00,4,0,0,Weekday,0,16,138.80752967786282
2019-09-27 17:00:00,4,0,0,Weekday,0,17,107.77311130301332
2019-09-27 18:00:00,4,0,0,Weekday,0,18,98.99850609550671
2019-09-27 19:00:00,4,0,0,Weekday,0,19,82.35691595955667
2019-09-27 20:00:00,4,0,0,Weekday,0,20,76.08195508514966
2019-09-27 21:00:00,4,0,0,Weekday,0,21,78.90118093115461
2019-09-27 22:00:00,4,0,0,Weekday,0,22,47.63766450501144
2019-09-27 23:00:00,4,0,0,Weekday,0,23,52.82924132806525
2019-09-28 00:00:00,5,1,0,Weekend,0,0,63.910645002158084
2019-09-28 01:00:00,5,1,0,Weekend,0,1,53.92112907296243
2019-09-28 02:00:00,5,1,0,Weekend,0,2,67.44831721182648
2019-09-28 03:00:00,5,1,0,Weekend,0,3,96.08699432371793
2019-09-28 04:00:00,5,1,0,Weekend,0,4,72.31510672112049
2019-09-28 05:00:00,5,1,0,Weekend,0,5,100.25884991227474
2019-09-28 06:00:00,5,1,0,Weekend,0,6,122.50559506930092
2019-09-28 07:00:00,5,1,0,Weekend,0,7,131.7697130128287
2019-09-28 08:00:00,5,1,0,Weekend,0,8,178.86247470564112
2019-09-28 09:00:00,5,1,0,Weekend,0,9,167.9133142360058
2019-09-28 10:00:00,5,1,0,Weekend,0,10,161.51783259847153
2019-09-28 11:00:00,5,1,0,Weekend,0,11,154.58795602414102
2019-09-28 12:00:00,5,1,0,Weekend,0,12,183.40275862751852
2019-09-28 13:00:00,5,1,0,Weekend,0,13,170.3993583392687
2019-09-28 14:00:00,5,1,0,Weekend,0,14,184.85050928985288
2019-09-28 15:00:00,5,1,0,Weekend,0,15,159.67775124208902
2019-09-28 16:00:00,5,1,0,Weekend,0,16,144.3164835933047
2019-09-28 17:00:00,5,1,0,Weekend,0,17,129.6766711347014
2019-09-28 18:00:00,5,1,0,Weekend,1,18,392.05987264004057
2019-09-28 19:00:00,5,1,0,Weekend,1,19,274.06210328587804
2019-09-28 20:00:00,5,1,0,Weekend,1,20,326.05849697344206
2019-09-28 21:00:00,5,1,0,Weekend,1,21,303.30863278675633
2019-09-28 22:00:00,5,1,0,Weekend,1,22,285.29615769337875
2019-09-28 23:00:00,5,1,0,Weekend,0,23,160.6674094546363
2019-09-29 00:00:00,6,1,0,Weekend,0,0,133.48932175192016
2019-09-29 01:00:00,6,1,0,Weekend,0,1,73.15814863876847
2019-09-29 02:00:00,6,1,0,Weekend,0,2,72.77255607339156
2019-09-29 03:00:00,6,1,0,Weekend,0,3,76.60116872816714
2019-09-29 04:00:00,6,1,0,Weekend,0,4,88.76483728908457
2019-09-29 05:00:00,6,1,0,Weekend,0,5,96.41275437699609
2019-09-29 06:00:00,6,1,0,Weekend,0,6,98.79661258769276
2019-09-29 07:00:00,6,1,0,Weekend,0,7,148.0129063481331
2019-09-29 08:00:00,6,1,0,Weekend,0,8,154.3155836928598
2019-09-29 09:00:00,6,1,0,Weekend,0,9,148.99442467442358
2019-09-29 10:00:00,6,1,0,Weekend,0,10,179.1386288325461
2019-09-29 11:00:00,6,1,0,Weekend,0,11,190.63690450724653
2019-09-29 12:00:00,6,1,0,Weekend,0,12,187.77667446716163
2019-09-29 13:00:00,6,1,0,Weekend,0,13,169.03916778901478
2019-09-29 14:00:00,6,1,0,Weekend,0,14,164.64160530170838
2019-09-29 15:00:00,6,1,0,Weekend,0,15,156.94764672271836
2019-09-29 16:00:00,6,1,0,Weekend,0,16,158.61084806203812
2019-09-29 17:00:00,6,1,0,Weekend,0,17,140.31874129783134
2019-09-29 18:00:00,6,1,0,Weekend,1,18,377.28763123184706
2019-09-29 19:00:00,6,1,0,Weekend,1,19,233.0807635080419
2019-09-29 20:00:00,6,1,0,Weekend,1,20,325.9816318998677
2019-09-29 21:00:00,6,1,0,Weekend,1,21,187.35869097028728
2019-09-29 22:00:00,6,1,0,Weekend,1,22,299.8600850283321
2019-09-29 23:00:00,6,1,0,Weekend,0,23,174.6159684027158
2019-09-30 00:00:00,0,0,0,Weekday,0,0,107.45510228172796
2019-09-30 01:00:00,0,0,0,Weekday,0,1,67.41713488881523
2019-09-30 02:00:00,0,0,0,Weekday,0,2,37.56563610150077
2019-09-30 03:00:00,0,0,0,Weekday,0,3,64.14317523261013
2019-09-30 04:00:00,0,0,0,Weekday,0,4,79.36789894024359
2019-09-30 05:00:00,0,0,0,Weekday,0,5,77.0075851980325
2019-09-30 06:00:00,0,0,0,Weekday,0,6,97.35021336477558
2019-09-30 07:00:00,0,0,0,Weekday,0,7,100.17045590916557
2019-09-30 08:00:00,0,0,0,Weekday,0,8,118.87295470642138
2019-09-30 09:00:00,0,0,0,Weekday,0,9,144.4800047533605
2019-09-30 10:00:00,0,0,0,Weekday,0,10,150.10289965713486
2019-09-30 11:00:00,0,0,0,Weekday,0,11,134.344096220089
