timestamp,day_of_week,hour_of_day,temperature,precipitation,load
2025-08-30 01:53:36.334338,5,1,14.2,0.0,0
2025-08-30 02:53:36.334338,5,2,16.2,0.0,0
2025-08-30 03:53:36.334338,5,3,19.7,0.0,0
2025-08-30 04:53:36.334338,5,4,21.6,0.0,0
2025-08-30 05:53:36.334338,5,5,22.9,0.0,0
2025-08-30 06:53:36.334338,5,6,22.5,0.0,0
2025-08-30 07:53:36.334338,5,7,23.4,0.0,0
2025-08-30 08:53:36.334338,5,8,23.7,0.0,0
2025-08-30 09:53:36.334338,5,9,25.1,0.0,0
2025-08-30 10:53:36.334338,5,10,23.2,0.0,7
2025-08-30 11:53:36.334338,5,11,23.1,0.0,253
2025-08-30 12:53:36.334338,5,12,24.9,0.0,191
2025-08-30 13:53:36.334338,5,13,24.4,0.78,101
2025-08-30 14:53:36.334338,5,14,23.3,0.0,192
2025-08-30 15:53:36.334338,5,15,24.8,0.0,0
2025-08-30 16:53:36.334338,5,16,24.3,0.65,0
2025-08-30 17:53:36.334338,5,17,21.3,0.0,4
2025-08-30 18:53:36.334338,5,18,22.8,4.27,69
2025-08-30 19:53:36.334338,5,19,16.2,0.0,42
2025-08-30 20:53:36.334338,5,20,16.9,0.0,0
2025-08-30 21:53:36.334338,5,21,14.8,0.0,0
2025-08-30 22:53:36.334338,5,22,11.7,0.0,0
2025-08-30 23:53:36.334338,5,23,14.7,0.0,0
2025-08-31 00:53:36.334338,6,0,14.4,0.0,0
2025-08-31 01:53:36.334338,6,1,17.9,0.0,0
2025-08-31 02:53:36.334338,6,2,16.6,0.0,0
2025-08-31 03:53:36.334338,6,3,14.0,0.0,0
2025-08-31 04:53:36.334338,6,4,20.8,0.0,0
2025-08-31 05:53:36.334338,6,5,20.7,1.24,0
2025-08-31 06:53:36.334338,6,6,20.7,0.0,0
2025-08-31 07:53:36.334338,6,7,20.4,0.0,0
2025-08-31 08:53:36.334338,6,8,20.1,1.37,0
2025-08-31 09:53:36.334338,6,9,22.3,0.74,1
2025-08-31 10:53:36.334338,6,10,26.0,0.0,0
2025-08-31 11:53:36.334338,6,11,28.0,0.0,176
2025-08-31 12:53:36.334338,6,12,27.5,0.0,184
2025-08-31 13:53:36.334338,6,13,23.3,0.0,69
2025-08-31 14:53:36.334338,6,14,21.5,0.0,146
2025-08-31 15:53:36.334338,6,15,23.2,0.0,0
2025-08-31 16:53:36.334338,6,16,18.3,0.96,0
2025-08-31 17:53:36.334338,6,17,21.3,0.0,60
2025-08-31 18:53:36.334338,6,18,19.0,0.0,65
2025-08-31 19:53:36.334338,6,19,17.1,0.0,48
2025-08-31 20:53:36.334338,6,20,13.6,0.0,0
2025-08-31 21:53:36.334338,6,21,16.7,0.0,0
2025-08-31 22:53:36.334338,6,22,13.8,0.53,0
2025-08-31 23:53:36.334338,6,23,12.0,0.0,0
2025-09-01 00:53:36.334338,0,0,8.4,0.0,16
2025-09-01 01:53:36.334338,0,1,14.3,0.53,24
2025-09-01 02:53:36.334338,0,2,18.4,0.0,0
2025-09-01 03:53:36.334338,0,3,18.9,0.0,14
2025-09-01 04:53:36.334338,0,4,15.7,0.69,31
2025-09-01 05:53:36.334338,0,5,16.6,0.0,9
2025-09-01 06:53:36.334338,0,6,20.0,0.0,19
2025-09-01 07:53:36.334338,0,7,18.3,0.0,26
2025-09-01 08:53:36.334338,0,8,22.1,0.0,66
2025-09-01 09:53:36.334338,0,9,24.1,0.0,77
2025-09-01 10:53:36.334338,0,10,25.8,0.0,67
2025-09-01 11:53:36.334338,0,11,23.6,0.0,222
2025-09-01 12:53:36.334338,0,12,23.5,0.0,159
2025-09-01 13:53:36.334338,0,13,22.0,0.0,270
2025-09-01 14:53:36.334338,0,14,21.6,0.0,255
2025-09-01 15:53:36.334338,0,15,21.9,0.0,37
2025-09-01 16:53:36.334338,0,16,22.1,0.0,48
2025-09-01 17:53:36.334338,0,17,21.9,0.0,108
2025-09-01 18:53:36.334338,0,18,17.2,0.0,109
2025-09-01 19:53:36.334338,0,19,20.5,0.0,127
2025-09-01 20:53:36.334338,0,20,15.7,0.0,21
2025-09-01 21:53:36.334338,0,21,15.2,0.0,0
2025-09-01 22:53:36.334338,0,22,12.9,0.0,0
2025-09-01 23:53:36.334338,0,23,9.0,0.0,3
2025-09-02 00:53:36.334338,1,0,15.4,0.0,9
2025-09-02 01:53:36.334338,1,1,15.3,0.0,19
2025-09-02 02:53:36.334338,1,2,13.7,0.0,0
2025-09-02 03:53:36.334338,1,3,15.2,0.0,5
2025-09-02 04:53:36.334338,1,4,17.1,0.0,0
2025-09-02 05:53:36.334338,1,5,14.2,0.0,23
2025-09-02 06:53:36.334338,1,6,17.5,0.0,12
2025-09-02 07:53:36.334338,1,7,21.4,0.0,0
2025-09-02 08:53:36.334338,1,8,18.5,0.0,52
2025-09-02 09:53:36.334338,1,9,22.6,0.0,43
2025-09-02 10:53:36.334338,1,10,20.1,0.0,62
2025-09-02 11:53:36.334338,1,11,24.2,0.0,225
2025-09-02 12:53:36.334338,1,12,23.4,0.0,269
2025-09-02 13:53:36.334338,1,13,20.0,0.0,274
2025-09-02 14:53:36.334338,1,14,25.0,0.0,261
2025-09-02 15:53:36.334338,1,15,20.4,0.0,30
2025-09-02 16:53:36.334338,1,16,19.2,0.0,28
2025-09-02 17:53:36.334338,1,17,20.0,0.0,109
2025-09-02 18:53:36.334338,1,18,20.6,0.0,139
2025-09-02 19:53:36.334338,1,19,15.0,2.34,160
2025-09-02 20:53:36.334338,1,20,15.9,0.0,2
2025-09-02 21:53:36.334338,1,21,15.6,0.0,0
2025-09-02 22:53:36.334338,1,22,15.3,0.0,5
2025-09-02 23:53:36.334338,1,23,13.7,0.0,3
2025-09-03 00:53:36.334338,2,0,12.4,0.0,12
2025-09-03 01:53:36.334338,2,1,11.7,1.34,27
2025-09-03 02:53:36.334338,2,2,14.0,3.22,22
2025-09-03 03:53:36.334338,2,3,12.4,0.0,15
2025-09-03 04:53:36.334338,2,4,9.8,0.0,9
2025-09-03 05:53:36.334338,2,5,17.7,0.0,3
2025-09-03 06:53:36.334338,2,6,19.9,0.0,0
2025-09-03 07:53:36.334338,2,7,14.6,0.0,9
2025-09-03 08:53:36.334338,2,8,18.5,0.0,56
2025-09-03 09:53:36.334338,2,9,22.8,0.0,61
2025-09-03 10:53:36.334338,2,10,26.4,0.0,29
2025-09-03 11:53:36.334338,2,11,22.8,0.0,352
2025-09-03 12:53:36.334338,2,12,21.5,0.0,228
2025-09-03 13:53:36.334338,2,13,22.4,0.0,269
2025-09-03 14:53:36.334338,2,14,25.0,0.0,325
2025-09-03 15:53:36.334338,2,15,20.1,2.4,78
2025-09-03 16:53:36.334338,2,16,18.8,0.0,25
2025-09-03 17:53:36.334338,2,17,18.2,0.0,115
2025-09-03 18:53:36.334338,2,18,15.9,0.0,93
2025-09-03 19:53:36.334338,2,19,16.7,0.0,143
2025-09-03 20:53:36.334338,2,20,18.5,0.0,1
2025-09-03 21:53:36.334338,2,21,14.9,0.77,0
2025-09-03 22:53:36.334338,2,22,12.9,0.0,0
2025-09-03 23:53:36.334338,2,23,12.3,0.0,17
2025-09-04 00:53:36.334338,3,0,9.6,0.0,16
2025-09-04 01:53:36.334338,3,1,14.6,0.0,9
2025-09-04 02:53:36.334338,3,2,13.2,0.89,12
2025-09-04 03:53:36.334338,3,3,13.7,0.76,8
2025-09-04 04:53:36.334338,3,4,21.5,0.0,0
2025-09-04 05:53:36.334338,3,5,16.9,0.0,16
2025-09-04 06:53:36.334338,3,6,16.1,0.0,7
2025-09-04 07:53:36.334338,3,7,18.0,0.0,0
2025-09-04 08:53:36.334338,3,8,22.3,0.0,56
2025-09-04 09:53:36.334338,3,9,21.3,0.0,31
2025-09-04 10:53:36.334338,3,10,18.9,1.33,86
2025-09-04 11:53:36.334338,3,11,24.1,0.0,264
2025-09-04 12:53:36.334338,3,12,21.1,0.0,281
2025-09-04 13:53:36.334338,3,13,26.0,2.63,245
2025-09-04 14:53:36.334338,3,14,23.9,0.0,273
2025-09-04 15:53:36.334338,3,15,20.0,0.0,57
2025-09-04 16:53:36.334338,3,16,22.4,0.0,53
2025-09-04 17:53:36.334338,3,17,18.8,0.0,92
2025-09-04 18:53:36.334338,3,18,19.0,0.0,164
2025-09-04 19:53:36.334338,3,19,17.0,0.0,106
2025-09-04 20:53:36.334338,3,20,13.1,0.0,6
2025-09-04 21:53:36.334338,3,21,12.4,0.0,15
2025-09-04 22:53:36.334338,3,22,15.0,0.0,0
2025-09-04 23:53:36.334338,3,23,11.7,0.0,20
2025-09-05 00:53:36.334338,4,0,11.4,1.22,0
2025-09-05 01:53:36.334338,4,1,10.4,0.0,0
2025-09-05 02:53:36.334338,4,2,13.7,0.0,19
2025-09-05 03:53:36.334338,4,3,17.7,0.67,29
2025-09-05 04:53:36.334338,4,4,12.5,0.0,4
2025-09-05 05:53:36.334338,4,5,15.9,0.0,0
2025-09-05 06:53:36.334338,4,6,19.9,0.0,0
2025-09-05 07:53:36.334338,4,7,18.2,0.0,9
2025-09-05 08:53:36.334338,4,8,20.4,0.0,61
2025-09-05 09:53:36.334338,4,9,18.4,0.0,63
2025-09-05 10:53:36.334338,4,10,22.2,0.0,55
2025-09-05 11:53:36.334338,4,11,21.4,0.0,278
2025-09-05 12:53:36.334338,4,12,23.9,0.0,236
2025-09-05 13:53:36.334338,4,13,24.1,0.0,186
2025-09-05 14:53:36.334338,4,14,26.4,0.0,351
2025-09-05 15:53:36.334338,4,15,21.6,1.49,54
2025-09-05 16:53:36.334338,4,16,20.0,0.0,18
2025-09-05 17:53:36.334338,4,17,18.5,0.0,116
2025-09-05 18:53:36.334338,4,18,16.1,0.71,109
2025-09-05 19:53:36.334338,4,19,16.2,0.0,143
2025-09-05 20:53:36.334338,4,20,13.7,0.0,7
2025-09-05 21:53:36.334338,4,21,13.6,0.0,12
2025-09-05 22:53:36.334338,4,22,15.1,0.0,17
2025-09-05 23:53:36.334338,4,23,9.9,0.0,8
2025-09-06 00:53:36.334338,5,0,14.0,0.0,0
2025-09-06 01:53:36.334338,5,1,14.5,0.0,0
2025-09-06 02:53:36.334338,5,2,12.1,0.0,0
2025-09-06 03:53:36.334338,5,3,8.9,0.0,0
2025-09-06 04:53:36.334338,5,4,12.9,0.0,0
2025-09-06 05:53:36.334338,5,5,17.9,0.0,0
2025-09-06 06:53:36.334338,5,6,16.6,0.0,0
2025-09-06 07:53:36.334338,5,7,15.9,0.0,0
2025-09-06 08:53:36.334338,5,8,18.1,0.0,0
2025-09-06 09:53:36.334338,5,9,21.8,0.0,0
2025-09-06 10:53:36.334338,5,10,22.0,0.0,0
2025-09-06 11:53:36.334338,5,11,20.9,0.0,100
2025-09-06 12:53:36.334338,5,12,20.8,0.0,175
2025-09-06 13:53:36.334338,5,13,20.5,0.54,203
2025-09-06 14:53:36.334338,5,14,18.9,2.86,193
2025-09-06 15:53:36.334338,5,15,23.2,1.28,0
2025-09-06 16:53:36.334338,5,16,18.3,0.0,0
2025-09-06 17:53:36.334338,5,17,20.1,0.0,61
2025-09-06 18:53:36.334338,5,18,19.4,0.0,96
2025-09-06 19:53:36.334338,5,19,17.1,0.0,31
2025-09-06 20:53:36.334338,5,20,13.0,1.72,0
2025-09-06 21:53:36.334338,5,21,13.6,0.0,0
2025-09-06 22:53:36.334338,5,22,11.9,0.0,0
2025-09-06 23:53:36.334338,5,23,9.6,0.0,0
2025-09-07 00:53:36.334338,6,0,11.9,0.8,0
2025-09-07 01:53:36.334338,6,1,9.0,0.0,0
2025-09-07 02:53:36.334338,6,2,14.3,0.0,0
2025-09-07 03:53:36.334338,6,3,11.7,0.0,0
2025-09-07 04:53:36.334338,6,4,14.1,0.0,0
2025-09-07 05:53:36.334338,6,5,15.4,2.09,0
2025-09-07 06:53:36.334338,6,6,15.6,0.0,0
2025-09-07 07:53:36.334338,6,7,18.6,0.0,0
2025-09-07 08:53:36.334338,6,8,17.7,0.0,0
2025-09-07 09:53:36.334338,6,9,21.4,0.0,1
2025-09-07 10:53:36.334338,6,10,17.7,0.0,0
2025-09-07 11:53:36.334338,6,11,21.1,0.0,171
2025-09-07 12:53:36.334338,6,12,24.9,0.0,229
2025-09-07 13:53:36.334338,6,13,18.8,0.0,137
2025-09-07 14:53:36.334338,6,14,19.0,0.0,239
2025-09-07 15:53:36.334338,6,15,20.5,0.0,0
2025-09-07 16:53:36.334338,6,16,18.8,1.32,14
2025-09-07 17:53:36.334338,6,17,17.9,0.0,71
2025-09-07 18:53:36.334338,6,18,16.9,0.0,37
2025-09-07 19:53:36.334338,6,19,15.9,0.0,46
2025-09-07 20:53:36.334338,6,20,15.6,0.0,0
2025-09-07 21:53:36.334338,6,21,13.1,0.0,0
2025-09-07 22:53:36.334338,6,22,11.0,0.0,0
2025-09-07 23:53:36.334338,6,23,12.3,0.0,0
2025-09-08 00:53:36.334338,0,0,14.6,0.0,10
2025-09-08 01:53:36.334338,0,1,10.7,0.0,26
2025-09-08 02:53:36.334338,0,2,9.5,0.0,15
2025-09-08 03:53:36.334338,0,3,14.4,0.0,15
2025-09-08 04:53:36.334338,0,4,13.0,0.0,14
2025-09-08 05:53:36.334338,0,5,10.1,0.0,8
2025-09-08 06:53:36.334338,0,6,17.4,0.0,0
2025-09-08 07:53:36.334338,0,7,15.9,0.0,23
2025-09-08 08:53:36.334338,0,8,18.0,0.56,71
2025-09-08 09:53:36.334338,0,9,19.8,0.0,60
2025-09-08 10:53:36.334338,0,10,20.3,0.0,80
2025-09-08 11:53:36.334338,0,11,21.8,0.0,208
2025-09-08 12:53:36.334338,0,12,19.7,0.0,189
2025-09-08 13:53:36.334338,0,13,21.4,0.0,217
2025-09-08 14:53:36.334338,0,14,19.3,0.0,311
2025-09-08 15:53:36.334338,0,15,20.5,0.0,40
2025-09-08 16:53:36.334338,0,16,19.2,1.45,23
2025-09-08 17:53:36.334338,0,17,14.9,0.0,149
2025-09-08 18:53:36.334338,0,18,17.6,0.0,118
2025-09-08 19:53:36.334338,0,19,13.1,0.0,72
2025-09-08 20:53:36.334338,0,20,14.5,0.0,6
2025-09-08 21:53:36.334338,0,21,12.6,0.0,0
2025-09-08 22:53:36.334338,0,22,14.7,0.0,0
2025-09-08 23:53:36.334338,0,23,10.1,0.0,24
2025-09-09 00:53:36.334338,1,0,9.6,0.0,0
2025-09-09 01:53:36.334338,1,1,10.5,0.0,21
2025-09-09 02:53:36.334338,1,2,10.4,0.0,14
2025-09-09 03:53:36.334338,1,3,13.4,0.0,0
2025-09-09 04:53:36.334338,1,4,9.5,0.0,43
2025-09-09 05:53:36.334338,1,5,11.8,0.0,22
2025-09-09 06:53:36.334338,1,6,13.1,6.45,51
2025-09-09 07:53:36.334338,1,7,18.4,0.0,15
2025-09-09 08:53:36.334338,1,8,21.1,0.0,50
2025-09-09 09:53:36.334338,1,9,18.5,0.0,38
2025-09-09 10:53:36.334338,1,10,19.2,0.0,50
2025-09-09 11:53:36.334338,1,11,20.1,0.0,306
2025-09-09 12:53:36.334338,1,12,22.4,0.0,308
2025-09-09 13:53:36.334338,1,13,18.1,0.0,281
2025-09-09 14:53:36.334338,1,14,19.9,0.0,242
2025-09-09 15:53:36.334338,1,15,20.6,0.0,35
2025-09-09 16:53:36.334338,1,16,18.6,0.0,39
2025-09-09 17:53:36.334338,1,17,16.7,0.0,99
2025-09-09 18:53:36.334338,1,18,17.0,0.0,96
2025-09-09 19:53:36.334338,1,19,8.3,0.0,90
2025-09-09 20:53:36.334338,1,20,13.8,0.0,0
2025-09-09 21:53:36.334338,1,21,10.1,0.73,36
2025-09-09 22:53:36.334338,1,22,6.9,0.0,42
2025-09-09 23:53:36.334338,1,23,11.1,0.0,0
2025-09-10 00:53:36.334338,2,0,12.7,0.0,0
2025-09-10 01:53:36.334338,2,1,9.8,0.0,5
2025-09-10 02:53:36.334338,2,2,12.4,0.0,5
2025-09-10 03:53:36.334338,2,3,14.5,0.76,38
2025-09-10 04:53:36.334338,2,4,15.0,0.0,26
2025-09-10 05:53:36.334338,2,5,16.8,0.0,27
2025-09-10 06:53:36.334338,2,6,16.3,0.0,6
2025-09-10 07:53:36.334338,2,7,16.2,0.0,14
2025-09-10 08:53:36.334338,2,8,14.1,0.0,75
2025-09-10 09:53:36.334338,2,9,17.8,0.0,60
2025-09-10 10:53:36.334338,2,10,17.4,0.0,28
2025-09-10 11:53:36.334338,2,11,23.9,0.0,312
2025-09-10 12:53:36.334338,2,12,19.3,0.0,292
2025-09-10 13:53:36.334338,2,13,19.7,1.19,249
2025-09-10 14:53:36.334338,2,14,20.1,0.0,255
2025-09-10 15:53:36.334338,2,15,18.3,2.09,62
2025-09-10 16:53:36.334338,2,16,20.5,0.0,51
2025-09-10 17:53:36.334338,2,17,14.7,0.0,68
2025-09-10 18:53:36.334338,2,18,15.0,0.0,135
2025-09-10 19:53:36.334338,2,19,11.8,0.0,108
2025-09-10 20:53:36.334338,2,20,9.4,0.0,0
2025-09-10 21:53:36.334338,2,21,9.8,0.77,38
2025-09-10 22:53:36.334338,2,22,10.1,0.0,6
2025-09-10 23:53:36.334338,2,23,8.8,0.0,0
2025-09-11 00:53:36.334338,3,0,8.1,0.0,16
2025-09-11 01:53:36.334338,3,1,6.8,0.0,33
2025-09-11 02:53:36.334338,3,2,9.9,0.8,0
2025-09-11 03:53:36.334338,3,3,7.9,0.0,0
2025-09-11 04:53:36.334338,3,4,13.4,6.58,53
2025-09-11 05:53:36.334338,3,5,13.3,0.0,14
2025-09-11 06:53:36.334338,3,6,11.5,1.3,43
2025-09-11 07:53:36.334338,3,7,15.0,0.0,0
2025-09-11 08:53:36.334338,3,8,15.3,0.0,78
2025-09-11 09:53:36.334338,3,9,18.5,0.0,48
2025-09-11 10:53:36.334338,3,10,21.3,0.62,92
2025-09-11 11:53:36.334338,3,11,15.4,0.0,253
2025-09-11 12:53:36.334338,3,12,19.5,0.0,233
2025-09-11 13:53:36.334338,3,13,18.8,0.0,217
2025-09-11 14:53:36.334338,3,14,19.9,0.0,244
2025-09-11 15:53:36.334338,3,15,18.2,0.82,41
2025-09-11 16:53:36.334338,3,16,15.2,0.0,42
2025-09-11 17:53:36.334338,3,17,14.8,0.0,68
2025-09-11 18:53:36.334338,3,18,12.6,0.0,123
2025-09-11 19:53:36.334338,3,19,15.0,0.0,150
2025-09-11 20:53:36.334338,3,20,11.7,0.0,9
2025-09-11 21:53:36.334338,3,21,14.4,0.0,8
2025-09-11 22:53:36.334338,3,22,9.6,0.0,19
2025-09-11 23:53:36.334338,3,23,7.8,0.0,13
2025-09-12 00:53:36.334338,4,0,6.0,0.0,0
2025-09-12 01:53:36.334338,4,1,5.6,1.4,16
2025-09-12 02:53:36.334338,4,2,6.5,0.0,4
2025-09-12 03:53:36.334338,4,3,11.0,0.0,24
2025-09-12 04:53:36.334338,4,4,12.5,0.0,18
2025-09-12 05:53:36.334338,4,5,9.5,0.0,13
2025-09-12 06:53:36.334338,4,6,15.8,0.0,14
2025-09-12 07:53:36.334338,4,7,14.3,0.0,1
2025-09-12 08:53:36.334338,4,8,16.7,0.0,97
2025-09-12 09:53:36.334338,4,9,20.7,0.0,81
2025-09-12 10:53:36.334338,4,10,20.0,0.0,70
2025-09-12 11:53:36.334338,4,11,18.2,0.0,265
2025-09-12 12:53:36.334338,4,12,17.1,0.0,267
2025-09-12 13:53:36.334338,4,13,14.4,2.98,224
2025-09-12 14:53:36.334338,4,14,16.7,0.0,250
2025-09-12 15:53:36.334338,4,15,16.9,0.0,34
2025-09-12 16:53:36.334338,4,16,14.3,0.0,35
2025-09-12 17:53:36.334338,4,17,14.8,0.57,110
2025-09-12 18:53:36.334338,4,18,13.9,0.0,103
2025-09-12 19:53:36.334338,4,19,12.0,0.0,135
2025-09-12 20:53:36.334338,4,20,9.9,0.0,5
2025-09-12 21:53:36.334338,4,21,10.5,0.0,32
2025-09-12 22:53:36.334338,4,22,10.3,0.0,5
2025-09-12 23:53:36.334338,4,23,6.7,0.0,0
2025-09-13 00:53:36.334338,5,0,11.5,0.0,0
2025-09-13 01:53:36.334338,5,1,8.6,0.0,0
2025-09-13 02:53:36.334338,5,2,9.3,0.0,0
2025-09-13 03:53:36.334338,5,3,11.5,0.0,0
2025-09-13 04:53:36.334338,5,4,11.6,0.0,0
2025-09-13 05:53:36.334338,5,5,14.2,0.0,0
2025-09-13 06:53:36.334338,5,6,14.1,0.0,0
2025-09-13 07:53:36.334338,5,7,13.6,0.0,0
2025-09-13 08:53:36.334338,5,8,16.8,0.0,0
2025-09-13 09:53:36.334338,5,9,14.8,0.0,36
2025-09-13 10:53:36.334338,5,10,18.1,0.0,22
2025-09-13 11:53:36.334338,5,11,18.3,0.0,203
2025-09-13 12:53:36.334338,5,12,18.1,0.0,178
2025-09-13 13:53:36.334338,5,13,18.0,0.0,171
2025-09-13 14:53:36.334338,5,14,14.0,0.0,197
2025-09-13 15:53:36.334338,5,15,15.9,0.0,0
2025-09-13 16:53:36.334338,5,16,16.1,0.0,0
2025-09-13 17:53:36.334338,5,17,15.0,0.0,12
2025-09-13 18:53:36.334338,5,18,11.3,0.0,105
2025-09-13 19:53:36.334338,5,19,14.6,0.0,17
2025-09-13 20:53:36.334338,5,20,9.1,0.0,0
2025-09-13 21:53:36.334338,5,21,11.7,0.0,0
2025-09-13 22:53:36.334338,5,22,9.8,0.0,0
2025-09-13 23:53:36.334338,5,23,7.2,0.0,0
2025-09-14 00:53:36.334338,6,0,11.8,0.0,0
2025-09-14 01:53:36.334338,6,1,6.1,0.0,0
2025-09-14 02:53:36.334338,6,2,10.8,0.0,0
2025-09-14 03:53:36.334338,6,3,11.7,0.0,0
2025-09-14 04:53:36.334338,6,4,9.4,0.0,0
2025-09-14 05:53:36.334338,6,5,14.7,1.68,0
2025-09-14 06:53:36.334338,6,6,12.7,0.0,0
2025-09-14 07:53:36.334338,6,7,15.1,2.6,0
2025-09-14 08:53:36.334338,6,8,16.2,0.0,0
2025-09-14 09:53:36.334338,6,9,16.4,0.0,14
2025-09-14 10:53:36.334338,6,10,19.1,0.0,0
2025-09-14 11:53:36.334338,6,11,19.5,0.0,163
2025-09-14 12:53:36.334338,6,12,14.6,0.0,181
2025-09-14 13:53:36.334338,6,13,20.5,0.0,226
2025-09-14 14:53:36.334338,6,14,14.1,0.0,88
2025-09-14 15:53:36.334338,6,15,18.7,0.0,0
2025-09-14 16:53:36.334338,6,16,17.8,0.0,0
2025-09-14 17:53:36.334338,6,17,12.1,0.0,47
2025-09-14 18:53:36.334338,6,18,12.2,0.0,101
2025-09-14 19:53:36.334338,6,19,9.5,0.0,77
2025-09-14 20:53:36.334338,6,20,10.1,0.0,0
2025-09-14 21:53:36.334338,6,21,8.8,0.0,0
2025-09-14 22:53:36.334338,6,22,10.2,0.0,0
2025-09-14 23:53:36.334338,6,23,10.7,0.0,0
2025-09-15 00:53:36.334338,0,0,10.7,0.0,28
2025-09-15 01:53:36.334338,0,1,7.0,0.0,30
2025-09-15 02:53:36.334338,0,2,8.1,0.98,10
2025-09-15 03:53:36.334338,0,3,6.0,0.0,11
2025-09-15 04:53:36.334338,0,4,8.8,0.0,15
2025-09-15 05:53:36.334338,0,5,13.5,0.0,1
2025-09-15 06:53:36.334338,0,6,16.1,0.0,0
2025-09-15 07:53:36.334338,0,7,11.6,0.0,5
2025-09-15 08:53:36.334338,0,8,14.1,0.0,37
2025-09-15 09:53:36.334338,0,9,16.3,0.0,63
2025-09-15 10:53:36.334338,0,10,17.7,0.0,70
2025-09-15 11:53:36.334338,0,11,16.0,0.0,233
2025-09-15 12:53:36.334338,0,12,18.6,0.62,322
2025-09-15 13:53:36.334338,0,13,16.6,0.0,233
2025-09-15 14:53:36.334338,0,14,17.0,0.0,264
2025-09-15 15:53:36.334338,0,15,17.3,0.0,32
2025-09-15 16:53:36.334338,0,16,15.2,0.0,43
2025-09-15 17:53:36.334338,0,17,13.1,0.73,104
2025-09-15 18:53:36.334338,0,18,12.4,0.0,133
2025-09-15 19:53:36.334338,0,19,11.2,0.0,138
2025-09-15 20:53:36.334338,0,20,9.4,2.65,27
2025-09-15 21:53:36.334338,0,21,8.6,0.0,19
2025-09-15 22:53:36.334338,0,22,11.5,0.62,1
2025-09-15 23:53:36.334338,0,23,8.9,0.0,23
2025-09-16 00:53:36.334338,1,0,7.0,0.0,15
2025-09-16 01:53:36.334338,1,1,9.1,0.0,33
2025-09-16 02:53:36.334338,1,2,7.6,0.0,32
2025-09-16 03:53:36.334338,1,3,11.3,0.0,11
2025-09-16 04:53:36.334338,1,4,10.8,0.0,13
2025-09-16 05:53:36.334338,1,5,11.0,0.0,0
2025-09-16 06:53:36.334338,1,6,13.4,0.0,0
2025-09-16 07:53:36.334338,1,7,10.6,0.0,7
2025-09-16 08:53:36.334338,1,8,12.7,0.0,59
2025-09-16 09:53:36.334338,1,9,13.6,0.0,75
2025-09-16 10:53:36.334338,1,10,17.1,0.0,45
2025-09-16 11:53:36.334338,1,11,20.7,0.0,293
2025-09-16 12:53:36.334338,1,12,21.9,0.0,229
2025-09-16 13:53:36.334338,1,13,18.5,0.0,237
2025-09-16 14:53:36.334338,1,14,17.7,0.94,283
2025-09-16 15:53:36.334338,1,15,12.3,0.0,10
2025-09-16 16:53:36.334338,1,16,13.8,1.11,42
2025-09-16 17:53:36.334338,1,17,12.1,0.0,125
2025-09-16 18:53:36.334338,1,18,11.1,0.0,142
2025-09-16 19:53:36.334338,1,19,10.7,0.0,136
2025-09-16 20:53:36.334338,1,20,8.9,0.0,9
2025-09-16 21:53:36.334338,1,21,4.8,0.0,2
2025-09-16 22:53:36.334338,1,22,9.4,0.0,17
2025-09-16 23:53:36.334338,1,23,5.3,0.0,18
2025-09-17 00:53:36.334338,2,0,7.7,0.0,15
2025-09-17 01:53:36.334338,2,1,11.6,0.0,17
2025-09-17 02:53:36.334338,2,2,6.1,0.0,9
2025-09-17 03:53:36.334338,2,3,3.6,0.0,18
2025-09-17 04:53:36.334338,2,4,9.1,0.58,0
2025-09-17 05:53:36.334338,2,5,13.1,0.0,22
2025-09-17 06:53:36.334338,2,6,16.1,0.0,0
2025-09-17 07:53:36.334338,2,7,11.0,0.0,11
2025-09-17 08:53:36.334338,2,8,15.6,0.0,51
2025-09-17 09:53:36.334338,2,9,14.7,0.0,58
2025-09-17 10:53:36.334338,2,10,16.2,0.0,66
2025-09-17 11:53:36.334338,2,11,22.2,0.0,325
2025-09-17 12:53:36.334338,2,12,14.1,0.0,309
2025-09-17 13:53:36.334338,2,13,17.4,0.0,228
2025-09-17 14:53:36.334338,2,14,17.3,0.0,283
2025-09-17 15:53:36.334338,2,15,17.8,0.0,39
2025-09-17 16:53:36.334338,2,16,14.7,0.0,34
2025-09-17 17:53:36.334338,2,17,13.9,0.0,109
2025-09-17 18:53:36.334338,2,18,11.2,3.09,130
2025-09-17 19:53:36.334338,2,19,11.2,0.0,127
2025-09-17 20:53:36.334338,2,20,8.8,0.0,10
2025-09-17 21:53:36.334338,2,21,9.7,0.0,18
2025-09-17 22:53:36.334338,2,22,6.9,0.0,0
2025-09-17 23:53:36.334338,2,23,7.9,0.0,15
2025-09-18 00:53:36.334338,3,0,6.9,1.75,16
2025-09-18 01:53:36.334338,3,1,9.4,0.0,19
2025-09-18 02:53:36.334338,3,2,7.5,0.7,17
2025-09-18 03:53:36.334338,3,3,4.8,1.19,8
2025-09-18 04:53:36.334338,3,4,11.9,0.88,9
2025-09-18 05:53:36.334338,3,5,8.8,0.0,13
2025-09-18 06:53:36.334338,3,6,10.6,0.0,8
2025-09-18 07:53:36.334338,3,7,12.0,0.0,0
2025-09-18 08:53:36.334338,3,8,17.1,0.0,68
2025-09-18 09:53:36.334338,3,9,11.1,0.0,43
